file,segment,width,hits_MDM,hits_SYS,hits_COMM_ENERGY,hits_APPS,hits_JOURNAL,hits_EXT,hits_VENDORS,hits_VULN,hits_FLAME,hits_TAMPER_JP,windows
JetsamEvent-2025-06-01-130516.ips,raw,222222,1,7,4,0,4,2,0,0,2,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,222,0,0,0,1,0,0,0,0,1,0,361
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,222,0,0,0,2,0,0,0,0,1,0,449
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,222,0,0,0,2,0,0,0,0,0,0,361
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,222,0,0,0,2,0,0,0,0,1,0,449
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,555,0,0,0,1,0,0,0,0,1,0,145
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,555,0,0,0,2,0,0,0,0,1,0,180
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,555,0,0,0,2,0,0,0,0,0,0,145
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,555,0,0,0,2,0,0,0,0,1,0,180
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,888,0,0,0,1,0,0,0,0,1,0,91
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,888,0,0,0,2,0,0,0,0,1,0,113
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,888,0,0,0,2,0,0,0,0,0,0,91
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,888,0,0,0,2,0,0,0,0,1,0,113
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,2222,0,0,0,1,0,0,0,0,1,0,37
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,2222,0,0,0,2,0,0,0,0,1,0,45
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,2222,0,0,0,2,0,0,0,0,0,0,37
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,2222,0,0,0,2,0,0,0,0,1,0,45
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,5555,0,0,0,1,0,0,0,0,1,0,15
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,5555,0,0,0,2,0,0,0,0,1,0,18
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,5555,0,0,0,2,0,0,0,0,0,0,15
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,5555,0,0,0,2,0,0,0,0,1,0,18
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,8888,0,0,0,1,0,0,0,0,1,0,10
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,8888,0,0,0,2,0,0,0,0,1,0,12
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,8888,0,0,0,2,0,0,0,0,0,0,10
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,8888,0,0,0,2,0,0,0,0,1,0,12
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,12222,0,0,0,1,0,0,0,0,1,0,7
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,12222,0,0,0,2,0,0,0,0,1,0,9
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,12222,0,0,0,2,0,0,0,0,0,0,7
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,12222,0,0,0,2,0,0,0,0,1,0,9
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,15555,0,0,0,1,0,0,0,0,1,0,6
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,15555,0,0,0,2,0,0,0,0,1,0,7
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,15555,0,0,0,2,0,0,0,0,0,0,6
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,15555,0,0,0,2,0,0,0,0,1,0,7
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,18888,0,0,0,1,0,0,0,0,1,0,5
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,18888,0,0,0,2,0,0,0,0,1,0,6
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,18888,0,0,0,2,0,0,0,0,0,0,5
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,18888,0,0,0,2,0,0,0,0,1,0,6
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,22222,0,0,0,1,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,22222,0,0,0,2,0,0,0,0,1,0,5
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,22222,0,0,0,2,0,0,0,0,0,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,22222,0,0,0,2,0,0,0,0,1,0,5
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,25555,0,0,0,1,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,25555,0,0,0,2,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,25555,0,0,0,2,0,0,0,0,0,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,25555,0,0,0,2,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,28888,0,0,0,1,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,28888,0,0,0,2,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,28888,0,0,0,2,0,0,0,0,0,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,28888,0,0,0,2,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,32222,0,0,0,1,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,32222,0,0,0,2,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,32222,0,0,0,2,0,0,0,0,0,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,32222,0,0,0,2,0,0,0,0,1,0,4
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,35555,0,0,0,1,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,35555,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,35555,0,0,0,2,0,0,0,0,0,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,35555,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,38888,0,0,0,1,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,38888,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,38888,0,0,0,2,0,0,0,0,0,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,38888,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,42222,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,42222,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,42222,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,42222,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,45555,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,45555,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,45555,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,45555,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,48888,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,48888,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,48888,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,48888,0,0,0,2,0,0,0,0,1,0,3
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,52222,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,52222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,52222,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,52222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,55555,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,55555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,55555,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,55555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,58888,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,58888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,58888,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,58888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,62222,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,62222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,62222,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,62222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,65555,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,65555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,65555,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,65555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,68888,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,68888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,68888,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,68888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,72222,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,72222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,72222,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,72222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,75555,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,75555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,75555,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,75555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,78888,0,0,0,1,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,78888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,78888,0,0,0,2,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,78888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,82222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,82222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,82222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,82222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,85555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,85555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,85555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,85555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,88888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,88888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,88888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,88888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,92222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,92222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,92222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,92222,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,95555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,95555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,95555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,95555,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,98888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,98888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,98888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,98888,0,0,0,2,0,0,0,0,1,0,2
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,102222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,102222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,102222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,102222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,105555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,105555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,105555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,105555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,108888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,108888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,108888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,108888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,112222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,112222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,112222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,112222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,115555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,115555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,115555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,115555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,118888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,118888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,118888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,118888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,122222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,122222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,122222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,122222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,125555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,125555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,125555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,125555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,128888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,128888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,128888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,128888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,132222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,132222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,132222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,132222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,135555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,135555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,135555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,135555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,138888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,138888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,138888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,138888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,142222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,142222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,142222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,142222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,145555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,145555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,145555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,145555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,148888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,148888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,148888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,148888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,152222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,152222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,152222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,152222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,155555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,155555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,155555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,155555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,158888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,158888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,158888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,158888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,162222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,162222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,162222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,162222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,165555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,165555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,165555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,165555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,168888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,168888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,168888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,168888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,172222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,172222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,172222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,172222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,175555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,175555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,175555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,175555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,178888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,178888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,178888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,178888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,182222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,182222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,182222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,182222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,185555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,185555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,185555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,185555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,188888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,188888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,188888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,188888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,192222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,192222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,192222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,192222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,195555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,195555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,195555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,195555,0,0,0,2,0,0,0,0,1,0,1
